"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202604","S92000003","S08000026","Type 1","Under 18","","Male","","5","",3,1,0,0,0
"202604","S92000003","S08000026","Type 1","Under 18","","Male","","",":",0,0,0,0,1
"202604","S92000003","S08000026","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Female","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Female","","2","",18,10,5,4,2
"202604","S92000003","S08000028","Type 1","18-24","","Female","","3","",64,22,1,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Female","","4","",9,4,2,1,0
"202604","S92000003","S08000028","Type 1","18-24","","Female","","5","",2,1,0,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Female","","",":",3,0,0,1,0
"202604","S92000003","S08000028","Type 1","25-39","","Female","","2","",57,17,4,2,3
"202604","S92000003","S08000028","Type 1","25-39","","Female","","3","",131,29,6,6,7
"202604","S92000003","S08000028","Type 1","25-39","","Female","","4","",19,4,0,2,1
"202604","S92000003","S08000028","Type 1","25-39","","Female","","5","",5,1,0,0,0
"202604","S92000003","S08000028","Type 1","25-39","","Female","","",":",8,1,0,0,1
"202604","S92000003","S08000028","Type 1","40-64","","Female","","1","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","40-64","","Female","","2","",101,29,6,4,2
"202604","S92000003","S08000028","Type 1","40-64","","Female","","3","",282,61,13,4,5
"202604","S92000003","S08000028","Type 1","40-64","","Female","","4","",44,6,3,0,1
"202604","S92000003","S08000028","Type 1","40-64","","Female","","5","",10,4,0,0,0
"202604","S92000003","S08000028","Type 1","40-64","","Female","","",":",10,3,0,1,1
"202604","S92000003","S08000028","Type 1","65-74","","Female","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 1","65-74","","Female","","2","",51,8,1,1,2
"202604","S92000003","S08000028","Type 1","65-74","","Female","","3","",142,17,3,2,3
"202604","S92000003","S08000028","Type 1","65-74","","Female","","4","",28,3,1,0,1
"202604","S92000003","S08000028","Type 1","65-74","","Female","","5","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","65-74","","Female","","",":",6,0,1,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","2","",67,17,8,3,2
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","3","",222,48,20,2,3
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","4","",31,7,1,1,2
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","5","",4,0,0,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Female","","",":",14,4,0,1,0
"202604","S92000003","S08000028","Type 1","Under 18","","Female","","2","",57,16,3,0,0
"202604","S92000003","S08000028","Type 1","Under 18","","Female","","3","",155,30,9,2,7
"202604","S92000003","S08000028","Type 1","Under 18","","Female","","4","",21,7,2,2,1
"202604","S92000003","S08000028","Type 1","Under 18","","Female","","5","",2,0,0,0,0
"202604","S92000003","S08000028","Type 1","Under 18","","Female","","",":",10,3,1,1,0
"202604","S92000003","S08000028","Type 1","18-24","","Male","","1","",3,1,0,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Male","","2","",27,7,0,1,1
"202604","S92000003","S08000028","Type 1","18-24","","Male","","3","",90,14,2,0,1
"202604","S92000003","S08000028","Type 1","18-24","","Male","","4","",20,2,1,1,0
"202604","S92000003","S08000028","Type 1","18-24","","Male","","5","",3,0,0,0,0
"202604","S92000003","S08000028","Type 1","18-24","","Male","","",":",2,0,1,1,0
"202604","S92000003","S08000028","Type 1","25-39","","Male","","1","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","25-39","","Male","","2","",49,9,5,3,3
"202604","S92000003","S08000028","Type 1","25-39","","Male","","3","",161,37,6,2,1
"202604","S92000003","S08000028","Type 1","25-39","","Male","","4","",31,2,0,0,0
"202604","S92000003","S08000028","Type 1","25-39","","Male","","5","",7,0,0,0,0
"202604","S92000003","S08000028","Type 1","25-39","","Male","","",":",5,1,0,0,0
"202604","S92000003","S08000028","Type 1","40-64","","Male","","1","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","40-64","","Male","","2","",127,23,14,1,3
"202604","S92000003","S08000028","Type 1","40-64","","Male","","3","",294,55,14,5,5
"202604","S92000003","S08000028","Type 1","40-64","","Male","","4","",54,7,1,1,2
"202604","S92000003","S08000028","Type 1","40-64","","Male","","5","",12,1,0,0,0
"202604","S92000003","S08000028","Type 1","40-64","","Male","","",":",8,1,0,0,0
"202604","S92000003","S08000028","Type 1","65-74","","Male","","2","",43,16,6,0,1
"202604","S92000003","S08000028","Type 1","65-74","","Male","","3","",127,29,12,0,3
"202604","S92000003","S08000028","Type 1","65-74","","Male","","4","",13,4,0,1,1
"202604","S92000003","S08000028","Type 1","65-74","","Male","","5","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","65-74","","Male","","",":",5,1,0,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Male","","2","",47,19,8,2,3
"202604","S92000003","S08000028","Type 1","75 plus","","Male","","3","",143,50,17,5,4
"202604","S92000003","S08000028","Type 1","75 plus","","Male","","4","",14,3,4,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Male","","5","",1,0,0,0,0
"202604","S92000003","S08000028","Type 1","75 plus","","Male","","",":",11,2,0,1,0
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","1","",1,0,0,0,0
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","2","",76,12,6,1,0
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","3","",189,55,6,3,1
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","4","",33,8,2,0,2
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","5","",5,0,0,0,0
"202604","S92000003","S08000028","Type 1","Under 18","","Male","","",":",21,1,0,0,0
"202604","S92000003","S08000028","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Female","","1","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Female","","2","",9,1,1,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Female","","3","",20,0,2,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Female","","4","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","2","",13,1,1,2,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","3","",39,10,7,2,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","4","",2,2,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","5","",5,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Female","","",":",3,2,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Female","","1","",1,1,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Female","","2","",37,11,4,0,1
"202604","S92000003","S08000028","Type 3","40-64","","Female","","3","",111,15,10,3,3
"202604","S92000003","S08000028","Type 3","40-64","","Female","","4","",4,0,2,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Female","","5","",3,1,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Female","","",":",5,0,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Female","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Female","","2","",23,3,0,0,1
"202604","S92000003","S08000028","Type 3","65-74","","Female","","3","",36,11,5,2,2
"202604","S92000003","S08000028","Type 3","65-74","","Female","","4","",5,0,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Female","","5","",4,0,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Female","","",":",3,0,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","1","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","2","",20,4,1,1,0
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","3","",54,18,7,4,1
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","4","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","5","",1,1,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Female","","",":",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Female","","2","",15,6,1,1,0
"202604","S92000003","S08000028","Type 3","Under 18","","Female","","3","",51,15,4,0,1
"202604","S92000003","S08000028","Type 3","Under 18","","Female","","4","",5,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Female","","5","",6,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Female","","",":",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Male","","2","",13,1,0,0,0
"202604","S92000003","S08000028","Type 3","18-24","","Male","","3","",16,10,0,2,0
"202604","S92000003","S08000028","Type 3","18-24","","Male","","4","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Male","","1","",3,1,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Male","","2","",15,4,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Male","","3","",38,9,5,2,2
"202604","S92000003","S08000028","Type 3","25-39","","Male","","4","",4,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Male","","5","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","25-39","","Male","","",":",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Male","","1","",4,1,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Male","","2","",32,4,3,1,2
"202604","S92000003","S08000028","Type 3","40-64","","Male","","3","",104,17,8,1,3
"202604","S92000003","S08000028","Type 3","40-64","","Male","","4","",8,0,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Male","","5","",7,0,0,0,0
"202604","S92000003","S08000028","Type 3","40-64","","Male","","",":",2,1,0,0,1
"202604","S92000003","S08000028","Type 3","65-74","","Male","","1","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Male","","2","",20,4,1,0,1
"202604","S92000003","S08000028","Type 3","65-74","","Male","","3","",40,9,6,2,3
"202604","S92000003","S08000028","Type 3","65-74","","Male","","4","",2,1,0,0,0
"202604","S92000003","S08000028","Type 3","65-74","","Male","","5","",4,0,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","1","",0,1,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","2","",11,3,1,1,0
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","3","",43,7,3,2,5
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","4","",2,1,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","5","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","75 plus","","Male","","",":",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","1","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","2","",11,4,2,1,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","3","",45,15,4,1,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","4","",1,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","5","",2,0,0,0,0
"202604","S92000003","S08000028","Type 3","Under 18","","Male","","",":",0,3,0,0,0
"202604","S92000003","S08000028","Type 3","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000029","Type 1","18-24","","Female","","1","",500,144,38,20,27
"202604","S92000003","S08000029","Type 1","18-24","","Female","","2","",372,87,31,10,19
"202604","S92000003","S08000029","Type 1","18-24","","Female","","3","",268,57,15,4,14
"202604","S92000003","S08000029","Type 1","18-24","","Female","","4","",212,36,9,5,4
"202604","S92000003","S08000029","Type 1","18-24","","Female","","5","",217,33,8,8,1
"202604","S92000003","S08000029","Type 1","18-24","","Female","","",":",48,10,7,1,0
"202604","S92000003","S08000029","Type 1","25-39","","Female","","1","",1048,309,95,45,53
"202604","S92000003","S08000029","Type 1","25-39","","Female","","2","",888,180,74,26,26
"202604","S92000003","S08000029","Type 1","25-39","","Female","","3","",683,127,42,12,15
"202604","S92000003","S08000029","Type 1","25-39","","Female","","4","",430,82,19,5,6
"202604","S92000003","S08000029","Type 1","25-39","","Female","","5","",370,60,14,2,5
"202604","S92000003","S08000029","Type 1","25-39","","Female","","",":",164,33,6,8,5
"202604","S92000003","S08000029","Type 1","40-64","","Female","","1","",1525,322,92,35,54
"202604","S92000003","S08000029","Type 1","40-64","","Female","","2","",1351,283,65,21,39
"202604","S92000003","S08000029","Type 1","40-64","","Female","","3","",1156,187,47,15,16
"202604","S92000003","S08000029","Type 1","40-64","","Female","","4","",774,124,27,7,7
"202604","S92000003","S08000029","Type 1","40-64","","Female","","5","",787,116,20,2,8
"202604","S92000003","S08000029","Type 1","40-64","","Female","","",":",162,22,2,3,3
"202604","S92000003","S08000029","Type 1","65-74","","Female","","1","",487,97,33,2,7
"202604","S92000003","S08000029","Type 1","65-74","","Female","","2","",563,110,26,10,7
"202604","S92000003","S08000029","Type 1","65-74","","Female","","3","",451,66,18,9,3
"202604","S92000003","S08000029","Type 1","65-74","","Female","","4","",376,54,6,4,6
"202604","S92000003","S08000029","Type 1","65-74","","Female","","5","",335,57,12,5,1
"202604","S92000003","S08000029","Type 1","65-74","","Female","","",":",44,2,2,0,0
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","1","",626,167,49,23,8
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","2","",798,199,55,16,15
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","3","",680,141,42,11,10
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","4","",594,117,28,11,7
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","5","",670,150,33,14,4
"202604","S92000003","S08000029","Type 1","75 plus","","Female","","",":",33,7,2,1,1
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","1","",1135,257,82,19,17
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","2","",888,194,54,10,23
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","3","",677,121,21,11,8
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","4","",493,74,21,4,1
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","5","",481,61,22,2,6
"202604","S92000003","S08000029","Type 1","Under 18","","Female","","",":",182,35,14,1,2
"202604","S92000003","S08000029","Type 1","18-24","","Male","","1","",442,96,29,15,8
"202604","S92000003","S08000029","Type 1","18-24","","Male","","2","",396,86,28,10,9
"202604","S92000003","S08000029","Type 1","18-24","","Male","","3","",314,56,15,5,6
"202604","S92000003","S08000029","Type 1","18-24","","Male","","4","",206,40,6,1,2
"202604","S92000003","S08000029","Type 1","18-24","","Male","","5","",240,27,4,2,3
"202604","S92000003","S08000029","Type 1","18-24","","Male","","",":",51,6,1,1,0
"202604","S92000003","S08000029","Type 1","25-39","","Male","","1","",1178,229,84,33,33
"202604","S92000003","S08000029","Type 1","25-39","","Male","","2","",869,181,47,18,21
"202604","S92000003","S08000029","Type 1","25-39","","Male","","3","",664,118,43,17,10
"202604","S92000003","S08000029","Type 1","25-39","","Male","","4","",460,60,13,4,6
"202604","S92000003","S08000029","Type 1","25-39","","Male","","5","",385,50,12,3,2
"202604","S92000003","S08000029","Type 1","25-39","","Male","","",":",144,15,6,1,1
"202604","S92000003","S08000029","Type 1","40-64","","Male","","1","",1535,328,114,34,48
"202604","S92000003","S08000029","Type 1","40-64","","Male","","2","",1339,292,61,27,27
"202604","S92000003","S08000029","Type 1","40-64","","Male","","3","",1054,167,44,16,21
"202604","S92000003","S08000029","Type 1","40-64","","Male","","4","",740,113,22,11,10
"202604","S92000003","S08000029","Type 1","40-64","","Male","","5","",770,97,26,12,6
"202604","S92000003","S08000029","Type 1","40-64","","Male","","",":",156,19,7,2,4
"202604","S92000003","S08000029","Type 1","65-74","","Male","","1","",475,109,37,8,8
"202604","S92000003","S08000029","Type 1","65-74","","Male","","2","",490,96,33,10,7
"202604","S92000003","S08000029","Type 1","65-74","","Male","","3","",435,84,13,10,8
"202604","S92000003","S08000029","Type 1","65-74","","Male","","4","",356,58,14,5,5
"202604","S92000003","S08000029","Type 1","65-74","","Male","","5","",314,57,13,3,3
"202604","S92000003","S08000029","Type 1","65-74","","Male","","",":",36,6,2,1,0
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","1","",501,125,34,11,11
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","2","",633,166,50,14,15
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","3","",540,131,36,8,8
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","4","",448,90,35,11,10
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","5","",520,117,34,6,6
"202604","S92000003","S08000029","Type 1","75 plus","","Male","","",":",34,4,1,0,0
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","1","",1377,308,89,35,21
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","2","",1016,211,51,23,10
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","3","",835,144,41,11,14
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","4","",658,98,19,10,4
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","5","",658,114,26,1,3
"202604","S92000003","S08000029","Type 1","Under 18","","Male","","",":",232,44,9,5,1
"202604","S92000003","S08000029","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Female","","1","",120,13,2,1,0
"202604","S92000003","S08000029","Type 3","18-24","","Female","","2","",149,13,2,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Female","","3","",130,15,2,0,1
"202604","S92000003","S08000029","Type 3","18-24","","Female","","4","",124,10,2,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Female","","5","",318,22,3,0,1
"202604","S92000003","S08000029","Type 3","18-24","","Female","","",":",17,3,0,0,0
"202604","S92000003","S08000029","Type 3","25-39","","Female","","1","",340,30,2,1,1
"202604","S92000003","S08000029","Type 3","25-39","","Female","","2","",353,37,4,2,0
"202604","S92000003","S08000029","Type 3","25-39","","Female","","3","",355,32,4,1,0
"202604","S92000003","S08000029","Type 3","25-39","","Female","","4","",251,19,3,0,0
"202604","S92000003","S08000029","Type 3","25-39","","Female","","5","",286,24,4,1,0
"202604","S92000003","S08000029","Type 3","25-39","","Female","","",":",57,4,1,0,0
"202604","S92000003","S08000029","Type 3","40-64","","Female","","1","",426,40,6,2,1
"202604","S92000003","S08000029","Type 3","40-64","","Female","","2","",505,34,5,2,0
"202604","S92000003","S08000029","Type 3","40-64","","Female","","3","",621,62,13,0,0
"202604","S92000003","S08000029","Type 3","40-64","","Female","","4","",591,51,9,1,0
"202604","S92000003","S08000029","Type 3","40-64","","Female","","5","",641,54,7,3,0
"202604","S92000003","S08000029","Type 3","40-64","","Female","","",":",69,6,0,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","1","",103,10,1,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","2","",141,7,3,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","3","",203,26,2,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","4","",230,26,3,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","5","",248,16,0,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Female","","",":",25,2,0,0,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","1","",66,12,0,0,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","2","",147,17,2,1,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","3","",201,15,1,1,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","4","",212,18,3,1,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","5","",317,42,4,0,0
"202604","S92000003","S08000029","Type 3","75 plus","","Female","","",":",16,1,2,0,0
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","1","",365,64,7,2,0
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","2","",381,52,12,4,1
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","3","",429,56,12,4,1
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","4","",424,65,5,3,2
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","5","",481,50,11,2,2
"202604","S92000003","S08000029","Type 3","Under 18","","Female","","",":",70,10,1,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Male","","1","",164,16,1,0,1
"202604","S92000003","S08000029","Type 3","18-24","","Male","","2","",177,20,2,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Male","","3","",173,16,3,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Male","","4","",161,17,4,0,0
"202604","S92000003","S08000029","Type 3","18-24","","Male","","5","",310,36,4,1,0
"202604","S92000003","S08000029","Type 3","18-24","","Male","","",":",29,2,0,0,0
"202604","S92000003","S08000029","Type 3","25-39","","Male","","1","",343,36,2,1,0
"202604","S92000003","S08000029","Type 3","25-39","","Male","","2","",361,33,9,2,1
"202604","S92000003","S08000029","Type 3","25-39","","Male","","3","",372,37,5,1,0
"202604","S92000003","S08000029","Type 3","25-39","","Male","","4","",312,29,6,0,0
"202604","S92000003","S08000029","Type 3","25-39","","Male","","5","",297,23,3,0,0
"202604","S92000003","S08000029","Type 3","25-39","","Male","","",":",53,9,1,0,0
"202604","S92000003","S08000029","Type 3","40-64","","Male","","1","",368,36,4,1,1
"202604","S92000003","S08000029","Type 3","40-64","","Male","","2","",454,57,4,1,1
"202604","S92000003","S08000029","Type 3","40-64","","Male","","3","",500,55,6,0,2
"202604","S92000003","S08000029","Type 3","40-64","","Male","","4","",491,59,4,0,0
"202604","S92000003","S08000029","Type 3","40-64","","Male","","5","",514,54,3,4,0
"202604","S92000003","S08000029","Type 3","40-64","","Male","","",":",64,4,0,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","1","",79,7,0,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","2","",112,8,2,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","3","",147,12,3,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","4","",156,18,2,0,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","5","",178,26,0,1,0
"202604","S92000003","S08000029","Type 3","65-74","","Male","","",":",10,0,0,0,0
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","1","",50,2,0,2,0
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","2","",87,9,1,0,1
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","3","",133,24,8,2,0
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","4","",158,23,1,2,0
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","5","",230,23,2,0,0
"202604","S92000003","S08000029","Type 3","75 plus","","Male","","",":",9,2,0,0,0
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","1","",456,61,16,0,0
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","2","",514,76,14,0,0
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","3","",545,85,17,4,0
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","4","",590,90,16,2,2
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","5","",663,106,14,6,0
"202604","S92000003","S08000029","Type 3","Under 18","","Male","","",":",96,9,1,0,0
"202604","S92000003","S08000029","Type 3","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000030","Type 1","18-24","","Female","","1","",575,128,32,16,18
"202604","S92000003","S08000030","Type 1","18-24","","Female","","2","",488,92,29,8,23
"202604","S92000003","S08000030","Type 1","18-24","","Female","","3","",452,89,18,13,12
"202604","S92000003","S08000030","Type 1","18-24","","Female","","4","",640,121,17,13,15
"202604","S92000003","S08000030","Type 1","18-24","","Female","","5","",590,61,16,7,7
"202604","S92000003","S08000030","Type 1","18-24","","Female","","",":",117,15,3,0,0
"202604","S92000003","S08000030","Type 1","25-39","","Female","","1","",1207,241,79,23,39
"202604","S92000003","S08000030","Type 1","25-39","","Female","","2","",881,180,39,12,18
"202604","S92000003","S08000030","Type 1","25-39","","Female","","3","",800,129,51,12,16
"202604","S92000003","S08000030","Type 1","25-39","","Female","","4","",979,138,37,19,16
"202604","S92000003","S08000030","Type 1","25-39","","Female","","5","",519,55,13,3,7
"202604","S92000003","S08000030","Type 1","25-39","","Female","","",":",290,37,13,3,6
"202604","S92000003","S08000030","Type 1","40-64","","Female","","1","",1460,251,78,26,34
"202604","S92000003","S08000030","Type 1","40-64","","Female","","2","",1107,198,49,16,25
"202604","S92000003","S08000030","Type 1","40-64","","Female","","3","",1452,226,37,21,8
"202604","S92000003","S08000030","Type 1","40-64","","Female","","4","",1895,281,57,16,8
"202604","S92000003","S08000030","Type 1","40-64","","Female","","5","",1099,131,28,4,7
"202604","S92000003","S08000030","Type 1","40-64","","Female","","",":",338,31,9,1,1
"202604","S92000003","S08000030","Type 1","65-74","","Female","","1","",427,70,20,5,5
"202604","S92000003","S08000030","Type 1","65-74","","Female","","2","",378,73,20,4,1
"202604","S92000003","S08000030","Type 1","65-74","","Female","","3","",587,105,19,11,4
"202604","S92000003","S08000030","Type 1","65-74","","Female","","4","",791,122,17,3,2
"202604","S92000003","S08000030","Type 1","65-74","","Female","","5","",516,71,19,2,5
"202604","S92000003","S08000030","Type 1","65-74","","Female","","",":",121,7,1,0,0
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","1","",466,101,31,13,5
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","2","",532,123,24,12,2
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","3","",996,200,47,8,8
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","4","",1356,236,54,15,4
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","5","",1056,181,36,7,5
"202604","S92000003","S08000030","Type 1","75 plus","","Female","","",":",103,6,2,0,1
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","1","",1202,239,77,20,17
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","2","",768,180,46,17,11
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","3","",895,139,43,9,16
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","4","",1291,215,53,13,10
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","5","",744,125,16,9,3
"202604","S92000003","S08000030","Type 1","Under 18","","Female","","",":",340,58,15,5,6
"202604","S92000003","S08000030","Type 1","18-24","","Male","","1","",569,126,27,15,17
"202604","S92000003","S08000030","Type 1","18-24","","Male","","2","",450,99,19,5,8
"202604","S92000003","S08000030","Type 1","18-24","","Male","","3","",512,60,21,8,4
"202604","S92000003","S08000030","Type 1","18-24","","Male","","4","",682,109,17,9,2
"202604","S92000003","S08000030","Type 1","18-24","","Male","","5","",529,103,16,4,2
"202604","S92000003","S08000030","Type 1","18-24","","Male","","",":",119,13,3,3,0
"202604","S92000003","S08000030","Type 1","25-39","","Male","","1","",1332,272,71,19,43
"202604","S92000003","S08000030","Type 1","25-39","","Male","","2","",1038,173,50,16,29
"202604","S92000003","S08000030","Type 1","25-39","","Male","","3","",984,161,36,10,11
"202604","S92000003","S08000030","Type 1","25-39","","Male","","4","",1082,141,32,13,6
"202604","S92000003","S08000030","Type 1","25-39","","Male","","5","",582,90,16,5,1
"202604","S92000003","S08000030","Type 1","25-39","","Male","","",":",282,34,11,1,2
"202604","S92000003","S08000030","Type 1","40-64","","Male","","1","",1514,339,80,33,67
"202604","S92000003","S08000030","Type 1","40-64","","Male","","2","",1221,216,66,29,24
"202604","S92000003","S08000030","Type 1","40-64","","Male","","3","",1494,237,63,17,26
"202604","S92000003","S08000030","Type 1","40-64","","Male","","4","",1788,254,61,14,25
